General_2016-11-08,Runoff_2016-05-24,Primary_2016-03-01,Runoff_2015-12-12,General_2014-11-04,Runoff_2014-08-05,Runoff_2014-05-27,Primary_2014-03-04,Runoff_2013-12-14,Runoff_2013-03-02,General_2012-11-06,Runoff_2012-07-31,Primary_2012-05-29,Runoff_2011-12-10,General_2010-11-02,Primary_2010-03-02,Residence_Families_HHCount,Residence_HHGender_Description,Residence_HHParties_Description,Voters_Gender,Voters_Age,EthnicGroups_EthnicGroup1Desc,Religions_Description,MaritalStatus_Description,EstimatedIncome,Education,ReligiousContributorInHome,PoliticalContributerInHome,DonatesEnvironmentCauseInHome,DonatesToCharityInHome,Donates to Local Community,State_Senate_District,Local_Municipal_Sum,Times_Voted,Parties_Description,GetOut,preference
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,F,58,European,Unknown,Married,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s11,0,6,Republican,Y,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,1,Male Only Household,Democratic,M,51,European,Catholic,Unknown,"100,00 - 150,000",Bachelors,0,1,Unknown,Yes,Unknown,s11,0,7,Democratic,Y,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,1,Male Only Household,Republican,M,64,European,Protestant,Unknown,"100,00 - 150,000",Bachelors,1,1,Unknown,Yes,Yes,s11,0,9,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Independent,F,60,European,Jewish,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,2,Non-Partisan,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,F,66,European,Protestant,Married,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,5,Republican,Y,Y
Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,2,Mixed Gender Household,Democratic,M,63,Hispanic and Portuguese,Unknown,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,4,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Republican,M,56,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s17,0,7,Republican,Y,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Independent,M,57,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Yes,s17,0,2,Non-Partisan,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Independent,F,30,European,Unknown,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,2,Non-Partisan,N,N
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Republican,M,54,European,Unknown,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,2,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,1,Female Only Household,Republican,F,72,European,Protestant,Unknown,"50,000 - 100,000",Graduate,1,1,Yes,Yes,Yes,s17,0,11,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Independent,F,41,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Yes,s17,0,1,Non-Partisan,Y,Y
Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Independent,M,51,Hispanic and Portuguese,Catholic,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,3,Non-Partisan,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,2,Female Only Household,Democratic,F,63,Likely African-American,Protestant,Unknown,"<50,000",Graduate,1,0,Unknown,Yes,Unknown,s17,0,8,Democratic,N,N
N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,4+,Mixed Gender Household,Democratic & Republican,M,73,East and South Asian,Other,Married,"100,00 - 150,000",Bachelors,0,0,Unknown,Yes,Yes,s17,0,4,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,77,European,Catholic,Married,"100,00 - 150,000",Bachelors,1,2+,Unknown,Yes,Yes,s17,0,13,Republican,Y,N
Y,N,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,1,Female Only Household,Republican,F,69,,Unknown,Unknown,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,8,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,1,Female Only Household,Democratic,F,54,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,9,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Republican,F,59,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s17,0,6,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Independent,M,70,European,Jewish,Unknown,"<50,000",Graduate,0,0,Unknown,Yes,Unknown,s17,0,3,Non-Partisan,N,N
Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,Y,1,Female Only Household,Democratic,F,65,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Yes,s17,0,7,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Independent,M,75,,Unknown,Unknown,"50,000 - 100,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s17,0,2,Non-Partisan,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic,M,19,Likely African-American,Protestant,Unknown,"<50,000",HighSchool,0,1,Unknown,Yes,Unknown,s13,0,1,Democratic,Y,Y
Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,1,Female Only Household,Democratic,F,66,Likely African-American,Protestant,Unknown,"<50,000",Some_College,0,0,Unknown,Yes,Unknown,s13,0,6,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,58,European,Jewish,Unknown,"<50,000",HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,3,Democratic,Y,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Democratic,M,66,Likely African-American,Protestant,Married,"<50,000",Some_College,0,0,Unknown,Unknown,Yes,s15,0,11,Democratic,Y,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4+,Mixed Gender Household,Democratic,M,22,Hispanic and Portuguese,Unknown,Unknown,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,1,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,3,Female Only Household,Democratic,F,45,Likely African-American,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,2,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,F,66,Likely African-American,Unknown,Non-Traditional,"<50,000",HighSchool,0,1,Unknown,Unknown,Unknown,s15,1,14,Democratic,N,Y
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,33,Likely African-American,Unknown,Non-Traditional,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,2,Democratic,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic,F,65,Likely African-American,Unknown,Married,"<50,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,5,Democratic,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,1,Female Only Household,Democratic,F,61,Likely African-American,Unknown,Unknown,"<50,000",HighSchool,0,1,Unknown,Yes,Unknown,s15,0,9,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic & Republican,M,72,Other,Other,Non-Traditional,"<50,000",Bachelors,1,1,Unknown,Yes,Unknown,s15,0,7,Republican,N,Y
Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,72,Other,Jewish,Married,"50,000 - 100,000",Bachelors,0,1,Unknown,Unknown,Unknown,s15,0,6,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,3,Mixed Gender Household,Democratic & Republican,F,74,European,Protestant,Married,"<50,000",HighSchool,1,0,Unknown,Unknown,Yes,s15,0,12,Republican,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,4+,Mixed Gender Household,Republican,M,56,European,Protestant,Married,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Yes,s15,0,6,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,4+,Mixed Gender Household,Republican,M,67,European,Protestant,Married,"50,000 - 100,000",Bachelors,1,1,Unknown,Yes,Yes,s15,0,13,Republican,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Democratic & Republican,F,68,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,6,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,Y,N,2,Mixed Gender Household,Republican,M,40,European,Catholic,Married,">200,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,6,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,4+,Mixed Gender Household,Democratic,F,54,European,Unknown,Non-Traditional,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Yes,s15,0,13,Democratic,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Republican,M,37,,Jewish,Unknown,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,4,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,Y,2,Mixed Gender Household,Republican,M,72,European,Protestant,Married,"<50,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,7,Republican,Y,Y
Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Independent,M,45,European,Catholic,Unknown,"100,00 - 150,000",Some_College,0,1,Unknown,Yes,Unknown,s15,0,4,Non-Partisan,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,1,Female Only Household,Democratic,F,66,,Jewish,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,11,Democratic,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Republican,M,61,European,Protestant,Married,"100,00 - 150,000",Bachelors,2+,2+,Unknown,Unknown,Yes,s15,0,6,Republican,Y,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,1,Male Only Household,Republican,M,46,European,Unknown,Unknown,"<50,000",Bachelors,0,0,Unknown,Yes,Unknown,s6,0,4,Republican,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,1,Female Only Household,Democratic,F,62,Likely African-American,Protestant,Unknown,">200,000",Bachelors,0,1,Unknown,Yes,Unknown,s13,0,9,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,2,Female Only Household,Democratic,F,78,European,Protestant,Unknown,"<50,000",Bachelors,0,1,Unknown,Yes,Yes,s13,0,10,Democratic,N,N
N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,M,46,Likely African-American,Unknown,Non-Traditional,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,3,Democratic,N,Y
Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,1,Male Only Household,Republican,M,61,Likely African-American,Unknown,Unknown,"<50,000",Some_College,0,0,Unknown,Unknown,Unknown,s13,0,5,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,1,Female Only Household,Democratic,F,76,Likely African-American,Protestant,Unknown,"<50,000",Some_College,1,1,Unknown,Yes,Yes,s13,0,12,Democratic,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,36,Likely African-American,Protestant,Unknown,"<50,000",Some_College,0,0,Unknown,Unknown,Unknown,s13,0,5,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Male Only Household,Democratic,M,41,Likely African-American,Protestant,Unknown,"50,000 - 100,000",HighSchool,0,1,Unknown,Yes,Unknown,s13,0,2,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,3,Mixed Gender Household,Democratic,M,51,European,Protestant,Married,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Yes,s17,0,2,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,3,Mixed Gender Household,Republican,M,58,European,Protestant,Non-Traditional,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Yes,s17,0,11,Republican,Y,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Democratic,M,66,European,Protestant,Unknown,"<50,000",Less_HighSchool,0,1,Unknown,Yes,Unknown,s17,0,3,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,3,Mixed Gender Household,Democratic & Republican,M,72,,Unknown,Married,"100,00 - 150,000",Graduate,1,0,Unknown,Yes,Yes,s4,1,13,Republican,N,N
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Republican,M,74,European,Unknown,Married,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s4,0,2,Republican,N,Y
Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,74,European,Protestant,Non-Traditional,"100,00 - 150,000",Graduate,0,0,Unknown,Yes,Yes,s4,0,12,Republican,N,N
Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,62,European,Protestant,Married,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Yes,s15,0,11,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,3,Mixed Gender Household,Republican,F,62,,Unknown,Married,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Yes,s15,0,8,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,N,1,Male Only Household,Republican,M,78,European,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,10,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,1,Male Only Household,Republican,M,65,European,Unknown,Unknown,"50,000 - 100,000",Some_College,0,1,Unknown,Unknown,Unknown,s15,0,6,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Male Only Household,Democratic,M,60,Hispanic and Portuguese,Catholic,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,4,Democratic,N,N
Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,N,1,Female Only Household,Democratic,F,63,European,Protestant,Unknown,"<50,000",Bachelors,0,0,Yes,Yes,Yes,s15,0,6,Democratic,N,Y
Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Republican,F,78,European,Protestant,Married,"50,000 - 100,000",Some_College,0,2+,Unknown,Yes,Yes,s15,0,6,Republican,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Republican,M,49,European,Protestant,Unknown,"50,000 - 100,000",Unknown,0,1,Unknown,Yes,Yes,s4,0,5,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Male Only Household,Independent,M,39,Other,Unknown,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s4,0,1,Non-Partisan,N,Y
Y,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,2,Male Only Household,Democratic & Republican,M,55,European,Protestant,Unknown,"<50,000",Bachelors,1,1,Unknown,Yes,Yes,s4,0,8,Republican,N,Y
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,2,Mixed Gender Household,Republican,F,88,European,Protestant,Married,"100,00 - 150,000",Graduate,1,1,Unknown,Yes,Unknown,s4,1,14,Republican,Y,Y
Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,3,Mixed Gender Household,Republican,F,57,European,Protestant,Married,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Yes,s4,0,3,Republican,N,Y
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,77,Hispanic and Portuguese,Catholic,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Unknown,s4,0,14,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,N,2,Mixed Gender Household,Republican,M,80,European,Catholic,Married,"50,000 - 100,000",Graduate,1,1,Unknown,Yes,Yes,s4,0,7,Republican,N,N
Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,Y,1,Female Only Household,Republican,F,76,,Unknown,Unknown,"<50,000",HighSchool,0,0,Unknown,Unknown,Unknown,s4,0,10,Republican,N,Y
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,F,72,European,Other,Married,"150,000 - 200,000",Some_College,0,1,Unknown,Yes,Unknown,s4,0,14,Republican,Y,N
Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,3,Mixed Gender Household,Republican,M,61,European,Unknown,Non-Traditional,"150,000 - 200,000",Some_College,0,0,Unknown,Unknown,Unknown,s4,0,9,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,M,56,European,Protestant,Married,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Unknown,s13,0,6,Republican,Y,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,F,85,European,Protestant,Married,"100,00 - 150,000",Graduate,0,0,Unknown,Unknown,Unknown,s13,0,8,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Republican,F,58,European,Unknown,Non-Traditional,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,1,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,F,79,European,Protestant,Married,">200,000",Bachelors,2+,2+,Unknown,Yes,Unknown,s13,0,11,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,79,European,Catholic,Married,"50,000 - 100,000",Graduate,2+,2+,Unknown,Yes,Yes,s13,0,12,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,27,European,Unknown,Non-Traditional,"<50,000",Some_College,0,0,Unknown,Unknown,Unknown,s13,0,1,Democratic,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,37,European,Protestant,Married,"50,000 - 100,000",HighSchool,0,0,Unknown,Unknown,Unknown,s7,0,5,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,M,60,European,Protestant,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s7,0,3,Republican,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,63,European,Protestant,Non-Traditional,">200,000",Bachelors,0,0,Unknown,Unknown,Unknown,s17,0,6,Republican,Y,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,F,62,European,Protestant,Married,">200,000",Graduate,0,1,Unknown,Yes,Unknown,s17,0,4,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,81,European,Unknown,Married,"50,000 - 100,000",Bachelors,0,0,Yes,Yes,Unknown,s17,0,10,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,81,Other,Other,Unknown,"100,00 - 150,000",Bachelors,0,1,Unknown,Yes,Yes,s17,0,13,Republican,Y,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,2,Mixed Gender Household,Republican,F,81,European,Unknown,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,10,Republican,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic & Republican,F,52,European,Protestant,Married,"100,00 - 150,000",Some_College,0,1,Unknown,Yes,Yes,s17,0,5,Democratic,N,N
Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,3,Mixed Gender Household,Republican,M,60,Hispanic and Portuguese,Unknown,Married,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s17,0,3,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Republican,F,77,,Unknown,Married,"50,000 - 100,000",Bachelors,0,2+,Unknown,Yes,Yes,s17,0,7,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,3,Mixed Gender Household,Republican,F,66,European,Protestant,Married,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Yes,s17,0,7,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,70,,Jewish,Married,">200,000",Graduate,0,1,Unknown,Yes,Yes,s17,0,12,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,41,European,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,3,Democratic,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Democratic,F,74,Hispanic and Portuguese,Catholic,Unknown,"50,000 - 100,000",Graduate,1,1,Yes,Yes,Yes,s17,0,3,Democratic,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,69,European,Unknown,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Unknown,s17,0,7,Democratic,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,65,European,Protestant,Married,"100,00 - 150,000",Graduate,0,0,Unknown,Yes,Unknown,s17,0,10,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,73,European,Catholic,Married,"100,00 - 150,000",Graduate,1,1,Unknown,Yes,Yes,s17,0,12,Republican,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,2,Female Only Household,Democratic,F,83,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,2+,Yes,Yes,Yes,s17,0,11,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,1,Female Only Household,Republican,F,63,Likely African-American,Protestant,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s17,0,9,Republican,Y,N
Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,F,66,European,Catholic,Married,"150,000 - 200,000",Bachelors,0,1,Unknown,Yes,Unknown,s17,0,5,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,71,European,Unknown,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,13,Republican,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,4+,Mixed Gender Household,Democratic & Republican,F,65,European,Protestant,Married,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Yes,s13,0,10,Republican,N,Y
Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Republican,M,70,European,Protestant,Unknown,"<50,000",Bachelors,1,1,Unknown,Yes,Yes,s15,0,4,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic & Republican,M,64,European,Protestant,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Yes,s15,0,3,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Democratic,F,48,Likely African-American,Protestant,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,3,Democratic,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Republican,M,65,Hispanic and Portuguese,Unknown,Married,"50,000 - 100,000",Bachelors,0,0,Yes,Yes,Unknown,s13,0,6,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3,Mixed Gender Household,Republican,M,56,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Yes,s4,0,1,Republican,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Republican,M,48,European,Protestant,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Yes,Yes,s4,0,5,Republican,N,Y
Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,3,Mixed Gender Household,Republican,M,63,European,Protestant,Married,"100,00 - 150,000",Bachelors,0,1,Unknown,Yes,Unknown,s4,0,8,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,F,67,European,Protestant,Married,"50,000 - 100,000",HighSchool,0,1,Unknown,Yes,Yes,s4,0,11,Republican,Y,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,71,European,Protestant,Married,"100,00 - 150,000",HighSchool,0,0,Unknown,Unknown,Unknown,s4,0,10,Republican,N,Y
